year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles
2014	11540	26172	A&M-Corpus Chris	44	1521439	Lynch, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1521439	N/A	""	-	11	0	50:00	1	5	20.00	 	 	""	 	1	0.00	2	0.18	3	5	8	0.73	 	3	1	1	11	 	 
2014	11540	26172	A&M-Corpus Chris	14	1510027	Toney, Emmanuel	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1510027	Fr	G	6-3	2	0	5:00	 	2	""	 	 	""	 	 	""	 	""	 	1	1	0.50	 	 	 	 	2	 	 
2014	11540	26172	A&M-Corpus Chris	4	1510026	Ellison, Marcus	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1510026	Fr	G	6-1	1	0	3:00	 	 	""	 	 	""	 	 	""	 	""	 	 	 	""	 	 	 	 	1	 	 
2014	11540	2	Abilene Christian	33	1508491	Lancaster, Jacob	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1508491	Jr	F	6-10	31	11	435:00	88	159	55.35	1	1	100.00	37	58	63.79	214	6.90	45	99	144	4.65	7	41	7	37	49	1	 
2014	11540	2	Abilene Christian	21	1508490	Pegues, James	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1508490	So	F	6-6	31	0	445:00	55	125	44.00	1	6	16.67	46	56	82.14	157	5.06	32	69	101	3.26	16	46	22	3	71	 	 
2014	11540	2	Abilene Christian	12	1508488	Cooke, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1508488	So	F	6-7	31	31	914:00	80	183	43.72	47	116	40.52	37	51	72.55	244	7.87	54	123	177	5.71	61	30	29	5	76	1	 
2014	11540	2	Abilene Christian	4	1508485	Grant, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1508485	Fr	G	6-5	31	17	642:00	55	111	49.55	 	5	0.00	49	72	68.06	159	5.13	26	45	71	2.29	32	49	30	12	71	 	 
2014	11540	2	Abilene Christian	0	1398871	Payne, Riley	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1398871	So	F	6-5	31	20	583:00	39	82	47.56	 	 	""	32	44	72.73	110	3.55	30	48	78	2.52	24	33	18	3	88	 	 
2014	11540	2	Abilene Christian	3	1398860	Wentz, Parker	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1398860	So	G	5-9	31	29	1040:00	136	277	49.10	79	178	44.38	80	92	86.96	431	13.90	4	65	69	2.23	86	60	50	1	70	1	 
2014	11540	2	Abilene Christian	05	1508486	Edmonson, Julian	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1508486	Jr	G	6-1	30	5	568:00	101	252	40.08	41	106	38.68	89	120	74.17	332	11.07	15	40	55	1.83	29	54	22	2	63	 	 
2014	11540	2	Abilene Christian	2	1508484	Farley, Rafael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1508484	Jr	G	6-5	27	11	422:00	44	111	39.64	33	76	43.42	12	18	66.67	133	4.93	8	27	35	1.30	12	18	4	2	33	 	 
2014	11540	2	Abilene Christian	10	1518581	Blakeley, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1518581	Fr	G	6-0	26	1	145:00	2	10	20.00	 	5	0.00	 	2	0.00	4	0.15	1	13	14	0.54	19	19	3	 	12	 	 
2014	11540	2	Abilene Christian	14	1508489	Milosavljevic, Alexsander	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1508489	Jr	F	6-9	19	0	127:00	17	33	51.52	 	1	0.00	4	8	50.00	38	2.00	13	20	33	1.74	3	10	 	3	19	 	 
2014	11540	2	Abilene Christian	01	1508483	Williams, Ladarrien	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1508483	Jr	G	5-10	16	14	474:00	65	175	37.14	14	44	31.82	52	73	71.23	196	12.25	12	72	84	5.25	62	34	19	4	42	 	 
2014	11540	2	Abilene Christian	11	1508487	Hawkins, Harrison	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1508487	Jr	G	6-0	16	16	481:00	55	147	37.41	25	62	40.32	61	72	84.72	196	12.25	5	36	41	2.56	51	49	17	 	47	 	 
2014	11540	721	Air Force	0	1184501	Olesinski, Marek	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1184501	Jr	F	6-9	30	28	905:00	107	249	42.97	47	140	33.57	56	72	77.78	317	10.57	34	113	147	4.90	50	47	18	10	72	 	 
2014	11540	721	Air Force	22	1289839	Yon, Max	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1289839	Jr	G	6-4	30	30	1038:00	125	288	43.40	36	115	31.30	103	133	77.44	389	12.97	26	80	106	3.53	75	73	25	4	57	 	 
2014	11540	721	Air Force	44	1176514	Kammerer, Chase	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1176514	Sr	F	6-7	28	8	252:00	14	34	41.18	1	6	16.67	11	21	52.38	40	1.43	22	28	50	1.79	22	14	9	5	36	 	 
2014	11540	721	Air Force	03	1524665	Hammonds, Justin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1524665	Jr	F	6-6	28	22	717:00	75	147	51.02	7	20	35.00	44	74	59.46	201	7.18	24	118	142	5.07	38	38	20	18	101	1	 
2014	11540	721	Air Force	5	1514211	Kocur, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1514211	Fr	G	6-3	27	1	261:00	24	56	42.86	12	33	36.36	19	24	79.17	79	2.93	5	28	33	1.22	19	17	7	 	26	 	 
2014	11540	721	Air Force	01	1402455	Coggins, Tre'	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1402455	So	G	6-2	27	25	958:00	146	344	42.44	72	186	38.71	69	88	78.41	433	16.04	8	64	72	2.67	71	73	32	9	68	 	 
2014	11540	721	Air Force	4	1289835	Williams, Kamryn	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1289835	Jr	F	6-4	23	22	718:00	90	209	43.06	20	63	31.75	32	53	60.38	232	10.09	48	102	150	6.52	57	51	20	21	58	3	 
2014	11540	721	Air Force	21	1289838	Earls, Delovell	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1289838	Jr	F	6-6	20	7	391:00	31	83	37.35	4	26	15.38	25	43	58.14	91	4.55	17	47	64	3.20	34	32	13	4	54	 	 
2014	11540	721	Air Force	45	1514220	Parker, Darrius	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1514220	Fr	C	6-7	18	3	238:00	24	39	61.54	2	7	28.57	19	32	59.38	69	3.83	14	24	38	2.11	13	12	4	6	27	 	 
2014	11540	721	Air Force	35	1514218	Graham, Hayden	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1514218	Fr	F	6-6	15	0	185:00	18	42	42.86	9	23	39.13	5	9	55.56	50	3.33	6	14	20	1.33	11	7	12	7	23	 	 
2014	11540	721	Air Force	41	1402457	Moer, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1402457	So	C	6-11	12	0	52:00	7	14	50.00	 	3	0.00	7	10	70.00	21	1.75	2	7	9	0.75	5	5	1	4	8	 	 
2014	11540	721	Air Force	10	1514212	Jorgensen, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1514212	Fr	F	6-6	11	1	127:00	5	15	33.33	2	7	28.57	2	6	33.33	14	1.27	7	15	22	2.00	5	2	2	1	15	 	 
2014	11540	721	Air Force	11	1514213	Tuss, Joe	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1514213	Fr	F	6-8	11	0	47:00	3	13	23.08	1	9	11.11	 	1	0.00	7	0.64	1	5	6	0.55	1	4	 	 	2	 	 
2014	11540	721	Air Force	12	1514214	Adler, Scott	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1514214	Jr	G	6-4	9	0	32:00	3	6	50.00	 	3	0.00	2	5	40.00	8	0.89	2	3	5	0.56	3	 	 	1	1	 	 
2014	11540	721	Air Force	42	1402458	Michael, Ethan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1402458	Jr	F	6-8	7	3	47:00	3	12	25.00	1	5	20.00	6	10	60.00	13	1.86	4	7	11	1.57	9	3	 	3	4	 	 
2014	11540	721	Air Force	30	1514216	Long, Callum	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1514216	Fr	G	6-3	7	0	76:00	4	10	40.00	2	7	28.57	4	5	80.00	14	2.00	1	7	8	1.14	6	11	1	1	11	 	 
2014	11540	721	Air Force	33	1514217	Flues, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1514217	Fr	F	6-8	1	0	6:00	 	 	""	 	 	""	2	2	100.00	2	2.00	 	 	 	""	 	 	 	 	 	 	 
2014	11540	5	Akron	03	1511821	Evans, Nyles	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511821	Jr	G	5-11	34	17	706:00	55	165	33.33	38	120	31.67	32	49	65.31	180	5.29	8	50	58	1.71	49	35	23	5	64	 	 
2014	11540	5	Akron	13	1511820	Diggs, Quincy	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511820	Sr	F	6-6	34	20	1003:00	146	346	42.20	52	152	34.21	91	139	65.47	435	12.79	28	130	158	4.65	90	93	59	5	56	 	 
2014	11540	5	Akron	34	1400932	Forsythe, Pat	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1400932	So	C	6-11	34	17	593:00	70	123	56.91	 	 	""	28	47	59.57	168	4.94	47	66	113	3.32	17	47	14	33	91	 	 
2014	11540	5	Akron	1	1280773	Treadwell, Demetrius Tree	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1280773	Sr	F	6-7	34	34	1130:00	181	395	45.82	1	10	10.00	153	253	60.47	516	15.18	113	180	293	8.62	63	85	33	29	60	15	 
2014	11540	5	Akron	12	1400931	Betancourt, Carmelo	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1400931	So	G	5-11	32	17	540:00	22	64	34.38	7	27	25.93	15	24	62.50	66	2.06	6	29	35	1.09	72	48	24	1	54	 	 
2014	11540	5	Akron	23	1511823	Johnson, Isaiah	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511823	Fr	C	6-10	31	11	415:00	46	93	49.46	 	 	""	25	42	59.52	117	3.77	45	41	86	2.77	12	19	8	27	53	 	 
2014	11540	5	Akron	10	1280775	Harney, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1280775	Sr	F	6-8	30	11	630:00	98	202	48.51	6	28	21.43	52	85	61.18	254	8.47	38	66	104	3.47	22	47	18	15	85	1	 
2014	11540	5	Akron	04	1280774	Ibitayo, Deji	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1280774	Jr	G	6-4	29	20	439:00	54	116	46.55	26	66	39.39	17	38	44.74	151	5.21	24	40	64	2.21	14	18	14	11	41	 	 
2014	11540	5	Akron	21	1400934	McAdams, Reggie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1400934	So	F	6-7	29	14	547:00	60	129	46.51	48	113	42.48	15	20	75.00	183	6.31	19	42	61	2.10	12	7	11	7	39	 	 
2014	11540	5	Akron	15	1400933	Kretzer, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1400933	So	F	6-7	28	7	683:00	67	175	38.29	50	142	35.21	26	37	70.27	210	7.50	26	55	81	2.89	31	24	18	4	45	 	 
2014	11540	5	Akron	02	1511819	Cheatham, Jr., Kwan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511819	Fr	F	6-9	21	2	186:00	13	46	28.26	10	31	32.26	13	16	81.25	49	2.33	5	24	29	1.38	5	16	3	5	17	 	 
2014	11540	5	Akron	20	1539704	Noble, Mark	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1539704	N/A	""	-	1	0	3:00	1	1	100.00	1	1	100.00	 	 	""	3	3.00	 	 	 	""	 	 	 	 	1	 	 
2014	11540	8	Alabama	20	1288600	Randolph, Levi	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1288600	Jr	G	6-5	32	19	958:00	103	245	42.04	33	95	34.74	67	95	70.53	306	9.56	38	85	123	3.84	45	51	27	5	61	 	 
2014	11540	8	Alabama	0	1509292	Key, Algie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1509292	Jr	G	6-4	32	9	492:00	40	99	40.40	1	7	14.29	36	54	66.67	117	3.66	24	48	72	2.25	45	25	17	4	53	 	 
2014	11540	8	Alabama	21	1288601	Cooper, Rodney	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1288601	Jr	G	6-6	32	23	939:00	82	235	34.89	29	110	26.36	46	62	74.19	239	7.47	45	111	156	4.88	60	42	17	15	86	2	 
2014	11540	8	Alabama	10	1509294	Taylor, Jimmie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1509294	Fr	F	6-10	32	18	542:00	38	62	61.29	 	 	""	21	52	40.38	97	3.03	40	65	105	3.28	5	15	5	40	73	 	 
2014	11540	8	Alabama	11	1509290	Hale, Shannon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1509290	Fr	F	6-8	31	20	698:00	88	203	43.35	31	88	35.23	67	106	63.21	274	8.84	28	83	111	3.58	32	54	17	11	62	 	 
2014	11540	8	Alabama	12	1179786	Releford, Trevor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1179786	Sr	G	6-0	31	30	1078:00	187	377	49.60	72	183	39.34	128	151	84.77	574	18.52	19	89	108	3.48	97	82	69	3	84	 	 
2014	11540	8	Alabama	4	1179783	Engstrom, Carl	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1179783	Jr	C	7-1	31	10	366:00	20	37	54.05	 	 	""	10	16	62.50	50	1.61	26	50	76	2.45	9	20	4	14	53	 	 
2014	11540	8	Alabama	32	1288602	Obasohan, Retin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1288602	So	G	6-1	30	20	862:00	83	218	38.07	14	57	24.56	104	156	66.67	284	9.47	13	77	90	3.00	48	56	54	29	85	 	 
2014	11540	8	Alabama	15	1288599	Jacobs, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1288599	Jr	F	6-8	25	10	500:00	93	179	51.96	 	1	0.00	24	42	57.14	210	8.40	30	57	87	3.48	7	26	4	15	48	 	 
2014	11540	8	Alabama	35	1318843	Slaughter, Dakota	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1318843	Jr	F	6-6	11	0	29:00	5	8	62.50	3	6	50.00	 	 	""	13	1.18	2	5	7	0.64	2	 	2	1	2	 	 
2014	11540	8	Alabama	33	1413164	Wilson, Isiah	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1413164	Sr	G	6-3	4	1	11:00	2	6	33.33	 	1	0.00	2	3	66.67	6	1.50	1	5	6	1.50	1	 	2	 	 	 	 
2014	11540	6	Alabama A&M	11	1413081	Capers, Arthur	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1413081	Sr	F	6-5	30	12	567:00	81	186	43.55	26	76	34.21	25	37	67.57	213	7.10	22	60	82	2.73	30	40	23	9	63	 	 
2014	11540	6	Alabama A&M	04	1413077	Colvin, Justin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1413077	So	G	6-3	30	0	299:00	34	95	35.79	18	57	31.58	17	27	62.96	103	3.43	8	13	21	0.70	12	21	8	 	20	 	 
2014	11540	6	Alabama A&M	12	1296672	Hill, Green	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1296672	Sr	G	5-10	30	2	571:00	47	125	37.60	8	34	23.53	76	102	74.51	178	5.93	20	42	62	2.07	68	38	13	 	57	 	 
2014	11540	6	Alabama A&M	20	1176495	Long, Jose	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1176495	Sr	F	6-5	30	7	535:00	32	81	39.51	4	18	22.22	34	67	50.75	102	3.40	33	69	102	3.40	19	17	12	6	65	 	 
2014	11540	6	Alabama A&M	40	1176493	Ellis, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1176493	Sr	G	6-3	30	29	698:00	89	227	39.21	35	106	33.02	45	66	68.18	258	8.60	21	50	71	2.37	40	51	22	6	50	 	 
2014	11540	6	Alabama A&M	10	1176492	Crutcher, Jeremy	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1176492	Sr	G	5-8	29	28	929:00	115	293	39.25	52	143	36.36	73	110	66.36	355	12.24	10	82	92	3.17	117	67	35	1	67	1	 
2014	11540	6	Alabama A&M	55	1521391	Hunter, Jerome	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1521391	N/A	F	-	29	16	387:00	32	74	43.24	 	 	""	20	27	74.07	84	2.90	16	54	70	2.41	16	25	13	10	63	 	 
2014	11540	6	Alabama A&M	22	1413080	Davis, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1413080	So	G	6-2	29	16	433:00	32	79	40.51	17	46	36.96	15	23	65.22	96	3.31	5	12	17	0.59	15	12	13	 	30	 	 
2014	11540	6	Alabama A&M	00	1176499	Banks, Justin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1176499	Sr	C	7-0	28	14	408:00	45	80	56.25	 	1	0.00	30	38	78.95	120	4.29	30	90	120	4.29	6	20	7	30	53	3	 
2014	11540	6	Alabama A&M	30	1521388	Tabb, Demarquelle	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1521388	N/A	""	-	28	0	619:00	87	184	47.28	 	 	""	49	81	60.49	223	7.96	40	110	150	5.36	28	35	22	41	88	2	 
2014	11540	6	Alabama A&M	35	1413079	West, Nicholas	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1413079	So	F	6-10	24	21	392:00	46	118	38.98	16	53	30.19	37	59	62.71	145	6.04	23	66	89	3.71	18	44	7	19	56	1	 
2014	11540	6	Alabama A&M	41	1519017	Battle, Rakia	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1519017	Fr	G	5-10	18	0	117:00	8	29	27.59	4	16	25.00	13	23	56.52	33	1.83	1	6	7	0.39	10	9	3	1	12	 	 
2014	11540	6	Alabama A&M	45	1519019	Williams, Xavier	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1519019	Fr	F	6-8	12	0	61:00	4	11	36.36	 	 	""	5	8	62.50	13	1.08	5	12	17	1.42	 	5	 	1	12	 	 
2014	11540	6	Alabama A&M	33	1414158	Houston, Baryn	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1414158	So	F	6-7	11	0	41:00	4	18	22.22	2	9	22.22	3	5	60.00	13	1.18	5	5	10	0.91	 	 	2	1	4	 	 
2014	11540	6	Alabama A&M	24	1519016	Cotton, Matthew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1519016	Fr	G	5-10	7	0	23:00	 	2	""	 	2	0.00	 	 	""	 	""	 	 	 	""	1	1	2	 	1	 	 
2014	11540	7	Alabama St.	30	1511989	LeFlore, Terrance	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511989	Fr	G	6-1	32	6	541:00	53	149	35.57	22	80	27.50	21	32	65.62	149	4.66	18	38	56	1.75	36	40	22	3	55	 	 
2014	11540	7	Alabama St.	22	1511974	Strong, Maurice	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511974	Jr	F	6-5	32	32	877:00	101	218	46.33	 	3	0.00	72	122	59.02	274	8.56	89	125	214	6.69	25	62	23	32	105	1	 
2014	11540	7	Alabama St.	4	1511946	Graham, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511946	Jr	F	6-7	32	30	847:00	102	220	46.36	27	90	30.00	56	79	70.89	287	8.97	47	114	161	5.03	25	45	23	26	89	2	 
2014	11540	7	Alabama St.	3	1511945	Robinson, Demarcus	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511945	Jr	G	5-10	32	26	899:00	123	336	36.61	45	167	26.95	76	98	77.55	367	11.47	21	45	66	2.06	53	39	24	3	38	 	 
2014	11540	7	Alabama St.	12	1407860	Waters, Jamel	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1407860	So	G	5-9	32	31	1113:00	146	377	38.73	29	100	29.00	130	170	76.47	451	14.09	25	79	104	3.25	194	76	58	1	70	1	 
2014	11540	7	Alabama St.	02	1293586	Page, Luther	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1293586	Jr	F	6-6	32	26	825:00	79	161	49.07	 	3	0.00	64	100	64.00	222	6.94	77	85	162	5.06	27	57	33	19	92	1	 
2014	11540	7	Alabama St.	05	1407859	Brown, Bobby	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1407859	So	F	6-7	28	2	658:00	91	218	41.74	36	107	33.64	48	73	65.75	266	9.50	33	105	138	4.93	26	24	15	13	32	1	 
2014	11540	7	Alabama St.	20	1407863	Ingram, Billy	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1407863	So	G	6-6	25	0	241:00	28	70	40.00	10	37	27.03	9	16	56.25	75	3.00	12	15	27	1.08	8	15	6	2	29	 	 
2014	11540	7	Alabama St.	14	1407862	Armstrong, Tony	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1407862	So	F	6-6	23	7	347:00	52	96	54.17	 	 	""	21	40	52.50	125	5.43	25	48	73	3.17	11	20	7	9	48	1	 
2014	11540	7	Alabama St.	25	1511988	Scott, Darius	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511988	So	F	6-5	12	0	32:00	4	7	57.14	1	3	33.33	1	1	100.00	10	0.83	1	2	3	0.25	3	1	 	2	5	 	 
2014	11540	7	Alabama St.	21	1511973	Stewart, Deangelo	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511973	Fr	G	6-4	9	0	72:00	7	25	28.00	4	16	25.00	2	3	66.67	20	2.22	4	6	10	1.11	5	1	4	1	6	 	 
2014	11540	7	Alabama St.	11	1511953	Davis, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511953	Fr	G	6-5	6	0	24:00	1	7	14.29	1	6	16.67	1	2	50.00	4	0.67	1	2	3	0.50	 	1	1	 	2	 	 
