             team_name             | avg_height 
 Stony Brook                       |       77.1
 Detroit Mercy                     |       77.1
 Creighton                         |       77.1
 Weber St.                         |       77.1
 Lehigh                            |       77.1
 UNI                               |       77.1
 North Georgia                     |       77.1
 Washington                        |       77.1
 Mercer                            |       77.1
 North Texas                       |       77.1
 Delaware                          |       77.1
 Lafayette                         |       77.1
 Norfolk St.                       |       77.1
 Saint Louis                       |       77.1
 UT Martin                         |       77.1
 UTEP                              |       77.1
 Yale                              |       77.1
 Tulsa                             |       77.1
 Col. of Charleston                |       77.1
 Western Wash.                     |       77.1
 Boston U.                         |       77.1
 Clemson                           |       77.0
 Eastern Wash.                     |       77.0
 Northwood                         |       77.0
 Western Caro.                     |       77.0
 MSU Moorhead                      |       77.0
 Ursinus                           |       77.0
 Vermont                           |       77.0
 Providence                        |       77.0
 Harvard                           |       77.0
 Washington St.                    |       77.0
 Texas                             |       77.0
 Elon                              |       77.0
 Eckerd                            |       77.0
 Amherst                           |       77.0
 Oklahoma St.                      |       77.0
 American                          |       77.0
 Dixie St.                         |       76.9
 Western Ill.                      |       76.9
 Nevada                            |       76.9
 Hofstra                           |       76.9
 Ill.-Chicago                      |       76.9
 Princeton                         |       76.9
 UC Irvine                         |       76.9
 Southern Ind.                     |       76.9
 Canisius                          |       76.9
 Tennessee St.                     |       76.9
 Houston Baptist                   |       76.9
 North Carolina                    |       76.9
 Saint Leo                         |       76.9
 Winona St.                        |       76.9
 Black Hills St.                   |       76.9
 Morgan St.                        |       76.9
 Green Bay                         |       76.9
 Appalachian St.                   |       76.9
 Colorado Mines                    |       76.9
 Young Harris                      |       76.9
 Alabama St.                       |       76.9
 Troy                              |       76.9
 Florida A&M                       |       76.9
 Lipscomb                          |       76.9
 Butler                            |       76.9
 IUPUI                             |       76.9
 Incarnate Word                    |       76.9
 Bradley                           |       76.9
 North Dakota                      |       76.8
 Duquesne                          |       76.8
 Alcorn                            |       76.8
 Stetson                           |       76.8
 West Ala.                         |       76.8
 Georgia St.                       |       76.8
 Harding                           |       76.8
 Portland St.                      |       76.8
 St. Mary's (TX)                   |       76.8
 Dayton                            |       76.8
 Belmont Abbey                     |       76.8
 San Diego                         |       76.8
 Morehead St.                      |       76.8
 Rutgers                           |       76.8
 Portland                          |       76.8
 CSU Bakersfield                   |       76.8
 Cal St. San B'dino                |       76.8
 Ball St.                          |       76.8
 Georgia                           |       76.8
 Northwestern St.                  |       76.8
 Tuskegee                          |       76.8
 Holy Family                       |       76.8
 Coppin St.                        |       76.8
 Augustana (SD)                    |       76.8
 Utah Valley                       |       76.8
 Tennessee Tech                    |       76.8
 FGCU                              |       76.8
 Northwest Nazarene                |       76.8
 Cleveland St.                     |       76.8
 Chico St.                         |       76.8
 Wright St.                        |       76.8
 Bowling Green                     |       76.7
 UNCG                              |       76.7
 Montana St.                       |       76.7
 Air Force                         |       76.7
 Carnegie Mellon                   |       76.7
 Western Mich.                     |       76.7
 Samford                           |       76.7
 South Carolina                    |       76.7
 Murray St.                        |       76.7
 Iona                              |       76.7
 UC San Diego                      |       76.7
 Saint Augustine's                 |       76.7
 South Ala.                        |       76.7
 Oral Roberts                      |       76.7
 South Dakota                      |       76.7
 Marshall                          |       76.7
 Missouri St.                      |       76.7
 Coastal Caro.                     |       76.7
 Cal St. Dom. Hills                |       76.7
 MIT                               |       76.7
 Loyola Chicago                    |       76.7
 St. Cloud St.                     |       76.7
 Penn                              |       76.7
 UTSA                              |       76.7
 Northern St.                      |       76.6
 Denver                            |       76.6
 Army West Point                   |       76.6
 Southern Ark.                     |       76.6
 Northern Colo.                    |       76.6
 UC Santa Barbara                  |       76.6
 Point Loma                        |       76.6
 NYU                               |       76.6
 Chaminade                         |       76.6
 Ark.-Fort Smith                   |       76.6
 Middle Tenn.                      |       76.6
 Holy Cross                        |       76.6
 Grand Canyon                      |       76.6
 UT Arlington                      |       76.6
 Westminster (UT)                  |       76.6
 Virginia Union                    |       76.6
 Shaw                              |       76.6
 Wagner                            |       76.6
 Austin Peay                       |       76.6
 Sioux Falls                       |       76.6
 Sacred Heart                      |       76.6
 Southern U.                       |       76.6
 Manhattan                         |       76.6
 Colorado St.                      |       76.6
 West Chester                      |       76.6
 California Baptist                |       76.6
 Pacific                           |       76.6
 Florida Tech                      |       76.6
 UC-Colo. Springs                  |       76.5
 A&M-Corpus Chris                  |       76.5
 Drexel                            |       76.5
 Texas A&M                         |       76.5
 South Dakota Mines                |       76.5
 South Dakota St.                  |       76.5
 Cal Poly                          |       76.5
 Emporia St.                       |       76.5
 Chicago St.                       |       76.5
 Augustana (IL)                    |       76.5
 Minn. Duluth                      |       76.5
 Cornell                           |       76.5
 Charleston So.                    |       76.5
 Purdue                            |       76.5
 Southern Ill.                     |       76.5
 Monmouth                          |       76.5
 Loyola Maryland                   |       76.5
 Williams                          |       76.5
 Oakland                           |       76.5
 Richmond                          |       76.5
 Old Dominion                      |       76.5
 Carson-Newman                     |       76.5
 UNC Asheville                     |       76.4
 Wooster                           |       76.4
 Azusa Pacific                     |       76.4
 Hawaii                            |       76.4
 Christian Bros.                   |       76.4
 Michigan St.                      |       76.4
 Colorado St.-Pueblo               |       76.4
 Jacksonville                      |       76.4
 Spring Hill                       |       76.4
 La.-Monroe                        |       76.4
 Wis.-Parkside                     |       76.4
 Davidson                          |       76.4
 Minnesota St.                     |       76.4
 Abilene Christian                 |       76.4
 Southwest Minn. St.               |       76.4
 Rider                             |       76.4
 Colgate                           |       76.4
 Albany (NY)                       |       76.4
 Bucknell                          |       76.4
 UTRGV                             |       76.4
 Montclair St.                     |       76.4
 Lees-McRae                        |       76.4
 Idaho St.                         |       76.4
 Concordia-St. Paul                |       76.4
 ETSU                              |       76.3
 Montana                           |       76.3
 Mississippi Val.                  |       76.3
 Rollins                           |       76.3
 Jackson St.                       |       76.3
 Pace                              |       76.3
 Henderson St.                     |       76.3
 Northwest Mo. St.                 |       76.3
 San Fran. St.                     |       76.3
 George Mason                      |       76.3
 Milwaukee                         |       76.3
 Chowan                            |       76.3
 Saint Joseph's                    |       76.3
 Fort Wayne                        |       76.3
 UC Davis                          |       76.3
 Maryville (MO)                    |       76.3
 Grand Valley St.                  |       76.3
 Fairfield                         |       76.3
 Kent St.                          |       76.3
 Central Conn. St.                 |       76.3
 Savannah St.                      |       76.3
 Youngstown St.                    |       76.3
 Gardner-Webb                      |       76.3
 Sam Houston St.                   |       76.3
 Rochester (NY)                    |       76.3
 Washington-St. Louis              |       76.3
 Longwood                          |       76.3
 Dallas Baptist                    |       76.3
 Union (TN)                        |       76.3
 Pepperdine                        |       76.2
 Oswego St.                        |       76.2
 UNCW                              |       76.2
 Navy                              |       76.2
 Sonoma St.                        |       76.2
 VCU                               |       76.2
 Howard                            |       76.2
 Texas St.                         |       76.2
 Angelo St.                        |       76.2
 Idaho                             |       76.2
 Central Mich.                     |       76.2
 Northern Ariz.                    |       76.2
 Hampton                           |       76.2
 Louisiana                         |       76.2
 Ill. Wesleyan                     |       76.2
 Washburn                          |       76.2
 Carleton                          |       76.2
 Rockhurst                         |       76.2
 Auburn                            |       76.2
 Omaha                             |       76.2
 Coker                             |       76.2
 Wofford                           |       76.2
 Virginia St.                      |       76.2
 Sacramento St.                    |       76.2
 High Point                        |       76.2
 Arkansas St.                      |       76.2
 Benedict                          |       76.2
 Marquette                         |       76.2
 Cal St. L.A.                      |       76.1
 Molloy                            |       76.1
 McKendree                         |       76.1
 MSU Denver                        |       76.1
 Syracuse                          |       76.1
 Eastern Ill.                      |       76.1
 Saint Martin's                    |       76.1
 Jacksonville St.                  |       76.1
 Ashland                           |       76.1
 Ferris St.                        |       76.1
 Francis Marion                    |       76.1
 Miles                             |       76.1
 Notre Dame (OH)                   |       76.1
 New Hampshire                     |       76.1
 Fordham                           |       76.1
 Fairleigh Dickinson               |       76.1
 NJIT                              |       76.1
 Binghamton                        |       76.1
 Embry-Riddle (FL)                 |       76.1
 Randolph-Macon                    |       76.1
 Michigan Tech                     |       76.1
 Chicago                           |       76.1
 Clayton St.                       |       76.1
 Southwestern Okla.                |       76.0
 Western Ore.                      |       76.0
 St. Mary's (MD)                   |       76.0
 Midwestern St.                    |       76.0
 Wis.-Oshkosh                      |       76.0
 Bowie St.                         |       76.0
 Trevecca Nazarene                 |       76.0
 Fort Valley St.                   |       76.0
 UMES                              |       76.0
 VMI                               |       76.0
 Western St.                       |       76.0
 Lake Erie                         |       76.0
 Whitworth                         |       76.0
 Simon Fraser                      |       76.0
 Tulane                            |       76.0
 LeMoyne-Owen                      |       76.0
 Bard                              |       76.0
 St. Edward's                      |       76.0
 Wis.-Whitewater                   |       76.0
 Mont. St. Billings                |       76.0
 Tampa                             |       75.9
 Johnson C. Smith                  |       75.9
 Minn.-Crookston                   |       75.9
 Mo.-St. Louis                     |       75.9
 Minot St.                         |       75.9
 N.C. A&T                          |       75.9
 Prairie View                      |       75.9
 The Citadel                       |       75.9
 Central Mo.                       |       75.9
 Colorado Mesa                     |       75.9
 Morehouse                         |       75.9
 Seattle Pacific                   |       75.9
 Lee                               |       75.9
 Western N.M.                      |       75.9
 Southern Nazarene                 |       75.9
 St. Olaf                          |       75.9
 Ga. Southern                      |       75.9
 Caldwell                          |       75.9
 Wabash                            |       75.9
 Queens (NC)                       |       75.9
 Bryant                            |       75.9
 Eastern N.M.                      |       75.9
 East Stroudsburg                  |       75.9
 Lewis                             |       75.9
 Northern Mich.                    |       75.9
 Dominican (CA)                    |       75.9
 Regis (CO)                        |       75.9
 Missouri S&T                      |       75.9
 North Florida                     |       75.9
 Colo. Christian                   |       75.9
 Tarleton St.                      |       75.9
 Stevenson                         |       75.9
 Delaware St.                      |       75.9
 Wingate                           |       75.9
 Anderson (SC)                     |       75.9
 Delta St.                         |       75.8
 Calvin                            |       75.8
 Valdosta St.                      |       75.8
 Northwestern Okla.                |       75.8
 UMBC                              |       75.8
 Bloomsburg                        |       75.8
 Akron                             |       75.8
 Fayetteville St.                  |       75.8
 Fla. Southern                     |       75.8
 Saint Michael's                   |       75.8
 N.M. Highlands                    |       75.8
 Flagler                           |       75.8
 Gannon                            |       75.8
 Mary                              |       75.8
 S.C. Aiken                        |       75.8
 Assumption                        |       75.8
 Saint Francis (PA)                |       75.8
 Southern Utah                     |       75.8
 Swarthmore                        |       75.8
 North Central (IL)                |       75.8
 Radford                           |       75.8
 Trinity (TX)                      |       75.7
 Slippery Rock                     |       75.7
 Concordia Portland                |       75.7
 Southeast Mo. St.                 |       75.7
 Bellarmine                        |       75.7
 Northern Ky.                      |       75.7
 Campbell                          |       75.7
 Davis & Elkins                    |       75.7
 New Haven                         |       75.7
 Tusculum                          |       75.7
 Middlebury                        |       75.7
 Claremont-M-S                     |       75.7
 Mt. St. Mary's                    |       75.7
 Johns Hopkins                     |       75.7
 UMKC                              |       75.7
 Chattanooga                       |       75.7
 Whitman                           |       75.7
 UIndy                             |       75.7
 Mary Washington                   |       75.7
 AUM                               |       75.7
 Seton Hill                        |       75.7
 Frank. & Marsh.                   |       75.7
 Bluefield St.                     |       75.7
 Eastern Ky.                       |       75.7
 Mo. Southern St.                  |       75.6
 Lamar University                  |       75.6
 Little Rock                       |       75.6
 Tex. Permian Basin                |       75.6
 Merrimack                         |       75.6
 Gettysburg                        |       75.6
 Edinboro                          |       75.6
 Millikin                          |       75.6
 Ill.-Springfield                  |       75.6
 East Central                      |       75.6
 Arkansas Tech                     |       75.6
 Ohio Valley                       |       75.6
 California (PA)                   |       75.6
 Montevallo                        |       75.6
 Alas. Fairbanks                   |       75.6
 Wis.-Stevens Point                |       75.6
 Cal St. Monterey Bay              |       75.6
 N.C. Central                      |       75.6
 Hawaii Pacific                    |       75.6
 Lynn                              |       75.6
 Niagara                           |       75.6
 Lander                            |       75.6
 Palm Beach Atl.                   |       75.6
 Wheaton (IL)                      |       75.6
 Post                              |       75.6
 Armstrong St.                     |       75.6
 Drury                             |       75.6
 Rogers St.                        |       75.6
 Adams St.                         |       75.6
 Northeastern St.                  |       75.6
 Furman                            |       75.6
 Stonehill                         |       75.6
 Denison                           |       75.6
 Robert Morris                     |       75.6
 Babson                            |       75.6
 Ohio Dominican                    |       75.6
 West Ga.                          |       75.6
 Cedarville                        |       75.6
 BYU-Hawaii                        |       75.5
 Adelphi                           |       75.5
 Cal Poly Pomona                   |       75.5
 Concordia (CA)                    |       75.5
 Mary Hardin-Baylor                |       75.5
 LIU Brooklyn                      |       75.5
 Winthrop                          |       75.5
 Transylvania                      |       75.5
 Daniel Webster                    |       75.5
 Whittier                          |       75.5
 Colby                             |       75.5
 Central Wash.                     |       75.5
 Tufts                             |       75.5
 Holy Names                        |       75.5
 UNC Pembroke                      |       75.5
 Chapman                           |       75.5
 Scranton                          |       75.5
 Notre Dame de Namur               |       75.5
 Southern Conn. St.                |       75.5
 Augusta                           |       75.5
 Bethune-Cookman                   |       75.5
 Nyack                             |       75.5
 Wis.-Superior                     |       75.5
 Concordia-M'head                  |       75.5
 St. Thomas (MN)                   |       75.5
 Upper Iowa                        |       75.5
 Emmanuel (GA)                     |       75.5
 Lewis & Clark                     |       75.5
 Saint Peter's                     |       75.5
 Mississippi Col.                  |       75.5
 Emory                             |       75.5
 Lake Forest                       |       75.5
 Hampden-Sydney                    |       75.4
 Liberty                           |       75.4
 Okla. Panhandle                   |       75.4
 Colorado Col.                     |       75.4
 Wis.-Platteville                  |       75.4
 Le Moyne                          |       75.4
 Wis.-La Crosse                    |       75.4
 N.C. Wesleyan                     |       75.4
 Tennessee                         |       75.4
 Tiffin                            |       75.4
 North Greenville                  |       75.4
 Cameron                           |       75.4
 UC Santa Cruz                     |       75.4
 Plattsburgh St.                   |       75.4
 Southern Miss.                    |       75.4
 UMass Lowell                      |       75.4
 Northwestern-St. Paul             |       75.4
 Ohio Northern                     |       75.4
 Lake Superior St.                 |       75.4
 St. Anselm                        |       75.4
 Saint Rose                        |       75.4
 Kutztown                          |       75.4
 Lincoln Memorial                  |       75.4
 Limestone                         |       75.4
 Franklin Pierce                   |       75.4
 New Orleans                       |       75.4
 Elmira                            |       75.4
 St. Francis Brooklyn              |       75.4
 Albertus Magnus                   |       75.4
 Long Beach St.                    |       75.4
 Wash. & Lee                       |       75.4
 Livingstone                       |       75.4
 Kalamazoo                         |       75.4
 Capital                           |       75.4
 Southern N.H.                     |       75.4
 Shenandoah                        |       75.4
 UVa-Wise                          |       75.4
 Chestnut Hill                     |       75.4
 Dickinson                         |       75.4
 St. Norbert                       |       75.3
 Southwest Baptist                 |       75.3
 Georgian Court                    |       75.3
 Minn.-Morris                      |       75.3
 Wis.-Eau Claire                   |       75.3
 Indiana (PA)                      |       75.3
 Pitt.-Johnstown                   |       75.3
 Mo. Western St.                   |       75.3
 Rust                              |       75.3
 Saint John's (MN)                 |       75.3
 Vassar                            |       75.3
 Coe                               |       75.3
 Quincy                            |       75.3
 Sul Ross St.                      |       75.3
 Malone                            |       75.3
 Salisbury                         |       75.3
 Caltech                           |       75.3
 Geneva                            |       75.3
 Kenyon                            |       75.3
 Columbus St.                      |       75.3
 Neb.-Kearney                      |       75.3
 Anderson (IN)                     |       75.3
 Lincoln (PA)                      |       75.3
 Haverford                         |       75.3
 Lynchburg                         |       75.3
 Concordia (NY)                    |       75.3
 Lubbock Christian                 |       75.3
 York (PA)                         |       75.3
 Central (IA)                      |       75.2
 Tex. A&M-Kingsville               |       75.2
 Husson                            |       75.2
 Lock Haven                        |       75.2
 NYIT                              |       75.2
 Ky. Wesleyan                      |       75.2
 Centre                            |       75.2
 Charleston (WV)                   |       75.2
 Truman                            |       75.2
 Thiel                             |       75.2
 Bentley                           |       75.2
 West Va. Wesleyan                 |       75.2
 Salem Int'l                       |       75.2
 Fort Lewis                        |       75.2
 Clarion                           |       75.2
 Claflin                           |       75.2
 Carthage                          |       75.2
 Berry                             |       75.2
 Pomona-Pitzer                     |       75.2
 Oglethorpe                        |       75.2
 Gust. Adolphus                    |       75.2
 Chadron St.                       |       75.2
 Pitt.-Greensburg                  |       75.2
 Cal Lutheran                      |       75.2
 Fresno Pacific                    |       75.2
 Clark Atlanta                     |       75.2
 South Carolina St.                |       75.2
 Okla. Christian                   |       75.2
 Shepherd                          |       75.2
 Hartwick                          |       75.1
 Urbana                            |       75.1
 Bates                             |       75.1
 Bridgeport                        |       75.1
 Ala.-Huntsville                   |       75.1
 Dominican (NY)                    |       75.1
 Albright                          |       75.1
 Wis.-Stout                        |       75.1
 West Tex. A&M                     |       75.1
 King (TN)                         |       75.1
 Fort Hays St.                     |       75.1
 Norwich                           |       75.1
 Allegheny                         |       75.1
 Barry                             |       75.1
 Puget Sound                       |       75.1
 McMurry                           |       75.1
 Brevard                           |       75.1
 Lane                              |       75.1
 Berea                             |       75.1
 Hanover                           |       75.1
 Alabama A&M                       |       75.1
 Widener                           |       75.1
 Findlay                           |       75.1
 Baldwin Wallace                   |       75.1
 SUNY New Paltz                    |       75.1
 Shorter                           |       75.1
 Ark.-Monticello                   |       75.1
 USciences                         |       75.1
 West Liberty                      |       75.1
 DePauw                            |       75.1
 Presbyterian                      |       75.1
 Keuka                             |       75.1
 Hood                              |       75.0
 Nicholls St.                      |       75.0
 Bloomfield                        |       75.0
 North Ala.                        |       75.0
 Grambling                         |       75.0
 Maine                             |       75.0
 Lincoln (MO)                      |       75.0
 Franklin                          |       75.0
 Pittsburg St.                     |       75.0
 Texas Lutheran                    |       75.0
 Penn St.-Altoona                  |       75.0
 Elmhurst                          |       75.0
 Goldey-Beacom                     |       75.0
 LIU Post                          |       75.0
 Juniata                           |       75.0
 Ripon                             |       75.0
 St. Joseph's (IN)                 |       75.0
 Wittenberg                        |       75.0
 Lesley                            |       75.0
 Drew                              |       75.0
 Walsh                             |       75.0
 Hardin-Simmons                    |       75.0
 Saginaw Valley                    |       75.0
 Skidmore                          |       75.0
 Stanislaus St.                    |       75.0
 Wartburg                          |       74.9
 Lenoir-Rhyne                      |       74.9
 Loras                             |       74.9
 Cornell College                   |       74.9
 Dist. Columbia                    |       74.9
 Tex. A&M Int'l                    |       74.9
 Cal St. San Marcos                |       74.9
 William Jewell                    |       74.9
 CWRU                              |       74.9
 Birmingham-So.                    |       74.9
 Ozarks (AR)                       |       74.9
 St. Joseph's (ME)                 |       74.9
 Hawaii Hilo                       |       74.9
 Southern Me.                      |       74.9
 Gallaudet                         |       74.9
 SUNY Oneonta                      |       74.9
 Emory & Henry                     |       74.9
 Bridgewater St.                   |       74.9
 St. John Fisher                   |       74.9
 WPI                               |       74.9
 Wayne St. (MI)                    |       74.9
 Willamette                        |       74.9
 Lindenwood (MO)                   |       74.9
 Catholic                          |       74.9
 Cheyney                           |       74.9
 Mercy                             |       74.9
 Daemen                            |       74.8
 Texas-Tyler                       |       74.8
 SUNY Cortland                     |       74.8
 Wheaton (MA)                      |       74.8
 McNeese                           |       74.8
 Bowdoin                           |       74.8
 Kentucky St.                      |       74.8
 Okla. Baptist                     |       74.8
 IIT                               |       74.8
 Hilbert                           |       74.8
 Ohio Wesleyan                     |       74.8
 Va. Wesleyan                      |       74.8
 Monmouth (IL)                     |       74.8
 Salem St.                         |       74.8
 Emerson                           |       74.8
 Old Westbury                      |       74.8
 UMass Dartmouth                   |       74.8
 Spalding                          |       74.8
 Southern Wesleyan                 |       74.8
 Southwestern (TX)                 |       74.8
 John Carroll                      |       74.8
 Springfield                       |       74.8
 Maine Maritime                    |       74.8
 Texas Southern                    |       74.8
 Southern Va.                      |       74.8
 Clarkson                          |       74.8
 East. Mennonite                   |       74.8
 Mars Hill                         |       74.8
 Albany St. (GA)                   |       74.8
 Connecticut Col.                  |       74.7
 Fairmont St.                      |       74.7
 Principia                         |       74.7
 Roanoke                           |       74.7
 Misericordia                      |       74.7
 Glenville St.                     |       74.7
 Alvernia                          |       74.7
 Westminster (MO)                  |       74.7
 Winston-Salem                     |       74.7
 Shippensburg                      |       74.7
 Waynesburg                        |       74.7
 La Verne                          |       74.7
 Barton                            |       74.7
 Keystone                          |       74.7
 Mount Union                       |       74.6
 SUNY Geneseo                      |       74.6
 U New England                     |       74.6
 Centenary (NJ)                    |       74.6
 Hamline                           |       74.6
 Wayne St. (NE)                    |       74.6
 SUNY Canton                       |       74.6
 SUNY Potsdam                      |       74.6
 Arcadia                           |       74.6
 Bethel (MN)                       |       74.6
 Georgia College                   |       74.6
 Lasell                            |       74.6
 Gwynedd Mercy                     |       74.6
 Mount Olive                       |       74.6
 Alma                              |       74.6
 Ga. Southwestern                  |       74.6
 Adrian                            |       74.6
 Erskine                           |       74.6
 Marymount (VA)                    |       74.6
 Piedmont                          |       74.6
 Pacific Lutheran                  |       74.6
 Stockton                          |       74.6
 Lawrence                          |       74.6
 Trine                             |       74.5
 Blackburn                         |       74.5
 Brockport                         |       74.5
 Oberlin                           |       74.5
 Staten Island                     |       74.5
 Wis.-River Falls                  |       74.5
 Methodist                         |       74.5
 Millsaps                          |       74.5
 Ouachita Baptist                  |       74.5
 Baruch                            |       74.5
 Alderson Broaddus                 |       74.5
 Hobart and William Smith Colleges |       74.5
 Rose-Hulman                       |       74.5
 Pacific (OR)                      |       74.5
 P.R.-Rio Piedras                  |       74.5
 West Virginia St.                 |       74.5
 Roger Williams                    |       74.5
 William Peace                     |       74.5
 Mercyhurst                        |       74.5
 Saint Vincent                     |       74.5
 Coast Guard                       |       74.5
 Linfield                          |       74.5
 Alfred St.                        |       74.5
 Manchester                        |       74.5
 Plymouth St.                      |       74.5
 Wis. Lutheran                     |       74.5
 Muskingum                         |       74.5
 Augsburg                          |       74.5
 Edgewood                          |       74.5
 Trinity (CT)                      |       74.5
 Philadelphia U.                   |       74.5
 Redlands                          |       74.4
 Gordon                            |       74.4
 George Fox                        |       74.4
 Yeshiva                           |       74.4
 Centenary (LA)                    |       74.4
 Rensselaer                        |       74.4
 Humboldt St.                      |       74.4
 Buffalo St.                       |       74.4
 RIT                               |       74.4
 Wentworth                         |       74.4
 Catawba                           |       74.4
 DeSales                           |       74.4
 CCNY                              |       74.4
 Bethany Lutheran                  |       74.4
 Me.-Presque Isle                  |       74.4
 Central Okla.                     |       74.4
 Buena Vista                       |       74.4
 Simpson                           |       74.4
 Austin                            |       74.4
 Farmingdale St.                   |       74.4
 American Int'l                    |       74.4
 Concord                           |       74.4
 St. Lawrence                      |       74.4
 Mansfield                         |       74.3
 Rowan                             |       74.3
 Texas-Dallas                      |       74.3
 Southeastern La.                  |       74.3
 Oakland City                      |       74.3
 Dubuque                           |       74.3
 Lakeland                          |       74.3
 Roberts Wesleyan                  |       74.3
 Millersville                      |       74.3
 Chris. Newport                    |       74.3
 Salve Regina                      |       74.3
 Susquehanna                       |       74.3
 Marywood                          |       74.3
 Central St. (OH)                  |       74.3
 MSOE                              |       74.3
 Wilmington (OH)                   |       74.3
 LeTourneau                        |       74.3
 Benedictine (IL)                  |       74.3
 Westminster (PA)                  |       74.3
 Northland                         |       74.3
 Western Conn. St.                 |       74.3
 Wheeling Jesuit                   |       74.3
 Emmanuel (MA)                     |       74.3
 Eastern Conn. St.                 |       74.2
 Occidental                        |       74.2
 Keene St.                         |       74.2
 Ramapo                            |       74.2
 Utica                             |       74.2
 Newman                            |       74.2
 Marietta                          |       74.2
 Olivet                            |       74.2
 Mount Ida                         |       74.2
 Rhode Island Col.                 |       74.2
 Sarah Lawrence                    |       74.2
 SUNY Poly                         |       74.2
 LaGrange                          |       74.2
 Thomas (ME)                       |       74.2
 Union (NY)                        |       74.2
 Huntingdon                        |       74.2
 St. Thomas Aquinas                |       74.2
 TCNJ                              |       74.2
 Wm. Paterson                      |       74.1
 Rhodes                            |       74.1
 Muhlenberg                        |       74.1
 Wilkes                            |       74.1
 Albion                            |       74.1
 Luther                            |       74.1
 Westfield St.                     |       74.1
 Frostburg St.                     |       74.1
 Ithaca                            |       74.1
 Hamilton                          |       74.1
 Grove City                        |       74.1
 Academy of Art                    |       74.1
